productAsin,country,date,isVerified,ratingScore,reviewTitle,reviewDescription,reviewUrl,reviewedIn,variant,variantAsin,year,month,reviewLength,cleanedReview,sentiment,sentiment_label
B0BN72MLT2,United States,2024-05-24,True,1,Broken Camera,Seller sent me a phone with a camera that does not work.,https://www.amazon.com/gp/customer-reviews/RR0YCJ20GHKLA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN7D8XBT,"Reviewed in the United States on May 24, 2024",Service Provider: UnlockedColor: StarlightSize: 256GB,B0BN7D8XBT,2024,5,56,seller sent phone camera not work,0.0,Neutral
B0BN72MLT2,United States,2023-08-28,True,1,Stolen phone,"Bought an iphone 14 back in March, 6 months later phone stops working, says device was reported as stolen. Now idk if seller has a scam operation on not, help would be much appreciated",https://www.amazon.com/gp/customer-reviews/RU2TWJY0Z29FH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN7D8XBT,"Reviewed in the United States on August 28, 2023",Service Provider: UnlockedColor: StarlightSize: 256GB,B0BN7D8XBT,2023,8,184,bought iphone 14 back march 6 months later phone stops working says device reported stolen idk seller scam operation not help would much appreciated,0.06666666666666667,Neutral
B0BN72MLT2,United States,2024-04-12,True,1,Bad,Bad battery depletes very quickly,https://www.amazon.com/gp/customer-reviews/R3KSH98HTYP2WY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN7D8XBT,"Reviewed in the United States on April 12, 2024",Service Provider: UnlockedColor: StarlightSize: 256GB,B0BN7D8XBT,2024,4,33,bad battery depletes quickly,-0.13333333333333325,Neutral
B0BN72MLT2,United States,2023-09-29,True,1,Screen keeps flickering,Don’t buy this from him we got it and the screen keeps flickering now it won’t even show a screen word to my mother I’m getting a refund 😒😡,https://www.amazon.com/gp/customer-reviews/R1QOLVA7N7Z79T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN7D8XBT,"Reviewed in the United States on September 29, 2023",Service Provider: UnlockedColor: StarlightSize: 256GB,B0BN7D8XBT,2023,9,139,’ buy got screen keeps flickering ’ even show screen word mother ’ getting refund 😒😡,0.0,Neutral
B0BN72MLT2,United States,2023-05-19,True,5,Awesome!,Exactly as described. Got this as a gift for my sister and she adores it. I am always wary of purchasing refurbished items but this was so easy and the phone is actually perfect. Yay!,https://www.amazon.com/gp/customer-reviews/R27YPDYCPO2JZN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN7D8XBT,"Reviewed in the United States on May 19, 2023",Service Provider: UnlockedColor: StarlightSize: 256GB,B0BN7D8XBT,2023,5,183,exactly described got gift sister adores always wary purchasing refurbished items easy phone actually perfect yay,0.29583333333333334,Neutral
B0BN72MLT2,United States,2023-07-07,True,1,Bad,Since my other phone had broken since water damage I got this phone and this one doesn’t require SIM card so I went to at&t to set it up and they said they couldn’t and I went the next day to buy a other phone from target and I couldn’t buy it because my at&t account so I went back and the at&t worker said they couldn’t put cellular service and also the phone had been set to 2022 and it had to be set to 2023,https://www.amazon.com/gp/customer-reviews/R3GFIIXOI4KY6E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN7D8XBT,"Reviewed in the United States on July 7, 2023",Service Provider: UnlockedColor: StarlightSize: 256GB,B0BN7D8XBT,2023,7,411,since phone broken since water damage got phone one ’ require sim card went att set said ’ went next day buy phone target ’ buy att account went back att worker said ’ put cellular service also phone set 2022 set 2023,-0.13,Neutral
B0BN72MLT2,Canada,2024-03-15,True,5,iphone 14 refurbished,"Je suis vraiment surprise et étonnée de la qualité du iphone.  AUCUN bris, aucune grafigne.  Même pas une trace de doigt.  De plus, batterie à 100% .  Vraiment très satisfaite du produit.  Aucune gêne à recommander.  Envoi et livraison plus rapide que prévu!",No review URL provided,"Reviewed in Canada on March 15, 2024",Service Provider: UnlockedColor: StarlightSize: 256GB,B0BN7D8XBT,2024,3,258,je suis vraiment surprise et étonnée de la qualité du iphone aucun bris aucune grafigne même pas une trace de doigt de plus batterie à 100 vraiment très satisfaite du produit aucune gêne à recommander envoi et livraison plus rapide que prévu,0.0,Neutral
B0BN72MLT2,United States,2024-07-25,True,5,Amazing!!!!!!!,loooooooove it! way better than I anticipated! easy transfer from my old phone to the new one!!!!,https://www.amazon.com/gp/customer-reviews/R1J639P20UCIHP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 25, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,7,97,loooooooove way better anticipated easy transfer old phone new one,0.3728130918560606,Positive
B0BN72MLT2,United States,2024-07-30,True,5,Very good,Excellent product,https://www.amazon.com/gp/customer-reviews/RVA4RZY4QKFK6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 30, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,7,17,excellent product,1.0,Positive
B0BN72MLT2,United States,2024-07-24,True,5,Good product,Good product as described. Delivery was very quick,https://www.amazon.com/gp/customer-reviews/R2EV91U6851QSO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 24, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,7,50,good product described delivery quick,0.5666666666666667,Positive
B0BN72MLT2,United States,2024-04-09,True,4,It’s ight,REAL REVIEW…Couple scratches on the sideseverything is fine!,https://www.amazon.com/gp/customer-reviews/RP0D12C0ZMNEW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on April 9, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,4,60,real review…couple scratches sideseverything fine,0.3604166666666667,Positive
B0BN72MLT2,United States,2024-05-19,True,3,Dissapointed,"This product dissapoint me a bit because the edges are all scratch. I wouldnt recomend buying this phone on DNCL-TECHZONE because they send phones all scratch and they offer excelent state of the device, and honestly looks like a normal renewed phone and I choose the excelent renewed phone but is far away from excelent. thumbs down :)",https://www.amazon.com/gp/customer-reviews/R12MGBO59O2818/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on May 19, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,5,336,product dissapoint bit edges scratch wouldnt recomend buying phone dncltechzone send phones scratch offer excelent state device honestly looks like normal renewed phone choose excelent renewed phone far away excelent thumbs,0.23888888888888887,Neutral
B0BN72MLT2,United States,2024-03-30,True,3,I wouldn’t say this is “excellent” condition…,"Overall I’m satisfied with the purchase. The screen is cracked and held together by a screen protector but I needed a replacement phone immediately so this will do. The body is dinged up and a scratch on one of the camera lenses. I can overlook those, I think it’s the tiny cracks on the screen that they just put a screen protector over that irk me the most. Not what I would expect when the description was “excellent condition.” I did not mean to purchase an eSIM, because they’re a pain in the butt with Xfinity mobile, so be advised this is an eSIM but yes technically compatible. Probably won’t purchase from here again. I’ve gotten better refurbished electronics elsewhere.",https://www.amazon.com/gp/customer-reviews/R19FU8D7650WH6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on March 30, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,3,680,overall ’ satisfied purchase screen cracked held together screen protector needed replacement phone immediately body dinged scratch one camera lenses overlook think ’ tiny cracks screen put screen protector irk not would expect description “ excellent condition ” not mean purchase esim ’ pain butt xfinity mobile advised esim yes technically compatible probably ’ purchase ’ gotten better refurbished electronics elsewhere,0.33203125,Positive
B0BN72MLT2,United States,2024-07-19,True,5,Great,I wish it was compatible with my phone plan it was so nice but I had to return it,https://www.amazon.com/gp/customer-reviews/RC9MUXZEY5LPZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 19, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,7,81,wish compatible phone plan nice return,0.6,Positive
B0BN72MLT2,United States,2024-03-06,True,5,Awesome purchase,"Well, I must admit I was very surprised!  I have never bought a refurbished cell phone before and was very worried.  When the “refurbished excellent” phone arrived and we opened it, we saw a wonderful sight…..the phone looked brand new.  It was easy to transfer our old phone to this one.  There was no visible cosmetic damage on the phone.  At this time, we are very happy with our purchase.  Will update if any issues arise.  And, the phone arrived earlier than expected.  Great experience!",https://www.amazon.com/gp/customer-reviews/R12VBAVOZL0658/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on March 6, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,3,492,well must admit surprised never bought refurbished cell phone worried “ refurbished excellent ” phone arrived opened saw wonderful sight…the phone looked brand new easy transfer old phone one no visible cosmetic damage phone time happy purchase update issues arise phone arrived earlier expected great experience,0.44838154269972447,Positive
B0BN72MLT2,United States,2024-07-23,True,5,Phone,Loving the phone. Still works fine,https://www.amazon.com/gp/customer-reviews/R1XBI8S1C4Z151/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 23, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,7,34,loving phone still works fine,0.5083333333333333,Positive
B0BN72MLT2,United States,2024-06-27,True,5,Fair price good phone for the money,I was happy with my purchase and I’d buy again I’m going forward. People paying thousands of dollars for iPhones is absurd.,https://www.amazon.com/gp/customer-reviews/R2BJPVSXIBSX58/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on June 27, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,6,123,happy purchase ’ buy ’ going forward people paying thousands dollars iphones absurd,0.15000000000000002,Neutral
B0BN72MLT2,United States,2024-07-26,True,5,Great for the price!,"This phone was a couple hundred dollars cheaper than a new one and when it arrived it looked like new! There were one or two small scratches but the phone worked perfectly in every way, it even came with a screen protected on already.",https://www.amazon.com/gp/customer-reviews/R1J80QFND3M4S8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 26, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,7,234,phone couple hundred dollars cheaper new one arrived looked like new one two small scratches phone worked perfectly every way even came screen protected already,0.2642045454545454,Neutral
B0BN72MLT2,United States,2024-06-11,True,4,lucks like new,I am happy,https://www.amazon.com/gp/customer-reviews/R9A23C65YAGUU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on June 11, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,6,10,happy,0.8,Positive
B0BN72MLT2,United States,2024-08-18,True,5,iPhone 14,Loved it,https://www.amazon.com/gp/customer-reviews/RYJJZMLO57JQC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on August 18, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,8,8,loved,0.7,Positive
B0BN72MLT2,United States,2024-08-21,True,5,Bien,Bien,https://www.amazon.com/gp/customer-reviews/R3L0YOPBLOKJOU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on August 21, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,8,4,bien,0.0,Neutral
B0BN72MLT2,United States,2024-08-15,True,5,Arrived on time and in good condition,Arrived on time and in good condition,https://www.amazon.com/gp/customer-reviews/R3VT0KZN9SHLQZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on August 15, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,8,37,arrived time good condition,0.7,Positive
B0BN72MLT2,United States,2024-05-26,True,4,Price,Quick response and condition would buy again,https://www.amazon.com/gp/customer-reviews/RI5DB7FJE1GCK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on May 26, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,5,44,quick response condition would buy,0.3333333333333333,Positive
B0BN72MLT2,United States,2024-06-27,True,5,I am satisfied with my purchase :),"I was very hesitant to buy this iPhone, fearing it might arrive with something broken or defective. Thankfully, that's not the case! The iPhone is working perfectly so far; I bought mine a month ago. The price was very good, almost half the price of a new one. The battery is at around 97%, so it's working perfectly. Its camera is amazing!! As for the appearance, it's practically intact, except for a tiny scratch near the camera area. However, that doesn't matter to me since the case covers everything.",https://www.amazon.com/gp/customer-reviews/R1VG17IE26TPOX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on June 27, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,6,506,hesitant buy iphone fearing might arrive something broken defective thankfully thats not case iphone working perfectly far bought mine month ago price good almost half price new one battery around 97 working perfectly camera amazing appearance practically intact except tiny scratch near camera area however doesnt matter since case covers everything,0.271719696969697,Neutral
B0BN72MLT2,United States,2024-05-31,True,4,Good !,The battery health is not so good,https://www.amazon.com/gp/customer-reviews/R28RM6T3UDV1K8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on May 31, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,5,33,battery health not good,0.7,Positive
B0BN72MLT2,United States,2024-07-27,True,5,Refurbished iPhone 14,So far The phone works good. there was two small scratches on the front of the phone.,https://www.amazon.com/gp/customer-reviews/R3DV08O4OLNIQI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on July 27, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,7,85,far phone works good two small scratches front phone,0.18333333333333332,Neutral
B0BN72MLT2,United States,2024-08-11,True,5,Precio y calidad,Super bueno la mejor compra,https://www.amazon.com/gp/customer-reviews/R3MFD8WBAW91T4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN72FYFG,"Reviewed in the United States on August 11, 2024",Service Provider: UnlockedColor: MidnightSize: 128GB,B0BN72FYFG,2024,8,27,super bueno la mejor compra,0.3333333333333333,Positive
B0BN72MLT2,United States,2024-09-08,True,4,Bien en general,"El envío llego super rápido, el teléfono tiene 3 marcas (pequeñas) en la parte frontal del marco. La pantalla está perfecta, la parte trasera excelente, las cámaras igual no hay rayaduras ni marcas. La batería esta al 100% viene desbloqueadoCondicion renovado:excelenteSolo por esos 3 tallones le hubiera dado 5 estrellas. Vino en caja de cartón genérica con su cable de cargaEn la imagen se muestra con ranura para sim card y llego en e-sim.",https://www.amazon.com/gp/customer-reviews/R1Q6BBL3W1BIFI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on September 8, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,9,442,el envío llego super rápido el teléfono tiene 3 marcas pequeñas en la parte frontal del marco la pantalla está perfecta la parte trasera excelente las cámaras igual no hay rayaduras ni marcas la batería esta al 100 viene desbloqueadocondicion renovadoexcelentesolo por esos 3 tallones le hubiera dado 5 estrellas vino en caja de cartón genérica con su cable de cargaen la imagen se muestra con ranura para sim card llego en esim,0.3333333333333333,Positive
B0BN72MLT2,United States,2024-09-07,True,5,Like Brand New!!,"I bought the “good” version. Expecting some scratches because of the new reviews but my iPhone had no scratches at all, packaged well. Doesn’t come with the chargers but that’s no problem bc I have so many at home. Love the blue. Came in only a few days. I bought mine unlocked and it’s been great. Would recommend!!",https://www.amazon.com/gp/customer-reviews/R36WCCOQ8RE56O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on September 7, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,9,316,bought “ good ” version expecting scratches new reviews iphone no scratches packaged well ’ come chargers ’ no problem bc many home love blue came days bought mine unlocked ’ great would recommend,0.3295454545454546,Positive
B0BN72MLT2,United States,2024-08-15,True,4,nitido,excelente,https://www.amazon.com/gp/customer-reviews/R19DXOUTLF4HWO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on August 15, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,8,9,excelente,0.0,Neutral
B0BN72MLT2,United States,2024-09-09,True,5,Buen precio/calidad,Llevo dos meses con el celular y hasta el momento funciona muy bien,https://www.amazon.com/gp/customer-reviews/R3S70BQ6P5NZ9O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on September 9, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,9,67,llevo dos meses con el celular hasta el momento funciona muy bien,0.0,Neutral
B0BN72MLT2,United States,2024-08-13,True,5,"Works well, came with minor scratches",The set up was easy and everything works fine. Battery health came at 100%. Speakers work fine. Only thing is the edges came with some minor scratches but these aren’t noticeable to the common eye,https://www.amazon.com/gp/customer-reviews/R17DK1ZGAW3VPW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on August 13, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,8,196,set easy everything works fine battery health came 100 speakers work fine thing edges came minor scratches ’ noticeable common eye,0.1527777777777778,Neutral
B0BN72MLT2,United States,2024-07-11,True,4,iPhone 14 6.1,Easy setup on screen guide. Like new. Unlocked. Generic box.,https://www.amazon.com/gp/customer-reviews/R2F7RFPVYIINAP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on July 11, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,7,60,easy setup screen guide like new unlocked generic box,0.1898989898989899,Neutral
B0BN72MLT2,United States,2024-08-23,True,5,Great product,came like brand new,https://www.amazon.com/gp/customer-reviews/R2YI4CH1WTCU4T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on August 23, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,8,19,came like brand new,0.13636363636363635,Neutral
B0BN72MLT2,United States,2024-05-15,True,3,Misleading Description. Mixed Experience,"Condition (3.5/5): Despite being listed as excellent, my renewed iPhone 14 from Amazon arrived with noticeable scuffs and spots, which was disappointing. The overall condition was not as expected based on the listing.Functionality (4.5/5): On the positive side, the phone’s functionality was not compromised, and it works perfectly fine without any issues like sound quality. The performance is smooth, and all features are functioning as expected including charging. The only negative here was the battery health received was 90%.Suggestion: While the product works well, its appearance is something that can be reflected upfront. It would be beneficial for Amazon to provide exact pictures of the item they are selling in renewed condition. This transparency would help manage customer expectations better and prevent surprises upon delivery.In conclusion, while the iPhone 14 I received functions well, the discrepancy between the listed condition and actual product appearance was a downside.",https://www.amazon.com/gp/customer-reviews/R7OO5GVUZJMW7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on May 15, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,5,996,condition 355 despite listed excellent renewed iphone 14 amazon arrived noticeable scuffs spots disappointing overall condition not expected based listingfunctionality 455 positive side phone ’ functionality not compromised works perfectly fine without issues like sound quality performance smooth features functioning expected including charging negative battery health received 90suggestion product works well appearance something reflected upfront would beneficial amazon provide exact pictures item selling renewed condition transparency would help manage customer expectations better prevent surprises upon deliveryin conclusion iphone 14 received functions well discrepancy listed condition actual product appearance downside,0.14956709956709954,Neutral
B0BN72MLT2,United States,2024-07-05,True,5,Odd camera bug,I’ve had this phone for half a year now. It was delivered with no scratches and a screen protector. Setting up my Apple account and activating the eSIM was easy as pie.My only gripe with this phone is that most times when I take a photo there’s this faint red line in the center left. It’s been there ever since I got the phone.Other than that I don’t have much to say. It operates like any other iPhone.,https://www.amazon.com/gp/customer-reviews/RXZ4V5O1WFONK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on July 5, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,7,404,’ phone half year delivered no scratches screen protector setting apple account activating esim easy piemy gripe phone times take photo ’ faint red line center left ’ ever since got phoneother ’ much say operates like iphone,0.02416666666666667,Neutral
B0BN72MLT2,United States,2024-06-30,True,3,"Phone is ok, but...","I purchased the phone because it was a good price and product description said excellent. Which to me means pretty much like new. Disappointed when it arrived to find scuffs around all 4 corners, but I can deal with that. It's being pretty nitpicky. What I'm really upset about is the fact that a new battery wasn't put in. Couldn't check battery health until I actually logged into the phone and I was extremely irritated to find that the battery health was only 88%. I expect more from an Amazon retailer. If I wanted a not in excellent condition phone, i could have paid less and purchased off the street.",https://www.amazon.com/gp/customer-reviews/R2MYZ5TNHLFXG0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN733951,"Reviewed in the United States on June 30, 2024",Service Provider: UnlockedColor: BlueSize: 128GB,B0BN733951,2024,6,608,purchased phone good price product description said excellent means pretty much like new disappointed arrived find scuffs around 4 corners deal pretty nitpicky im really upset fact new battery wasnt put couldnt check battery health actually logged phone extremely irritated find battery health 88 expect amazon retailer wanted not excellent condition phone could paid less purchased street,0.22207070707070706,Neutral
B0BN72MLT2,United States,2024-05-04,True,1,IMEI was blacklisted,"Condition was fine but the IMEI was blacklisted, so it was useless.  They may want to warn customers about this.",https://www.amazon.com/gp/customer-reviews/ROX354180M5P4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71R51J,"Reviewed in the United States on May 4, 2024",Service Provider: AT&TColor: BlueSize: 256GB,B0BN71R51J,2024,5,112,condition fine imei blacklisted useless may want warn customers,-0.04166666666666666,Neutral
B0BN72MLT2,United States,2024-06-02,True,1,Que sean responsables,El celular está bloqueado y no se puede utilizar haci que lo devolví,https://www.amazon.com/gp/customer-reviews/R3QS93W753EWYE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71R51J,"Reviewed in the United States on June 2, 2024",Service Provider: AT&TColor: BlueSize: 256GB,B0BN71R51J,2024,6,68,el celular está bloqueado no se puede utilizar haci que lo devolví,0.0,Neutral
B0BN72MLT2,United States,2024-09-12,True,1,3 months old = Battery 77% requires service,"I have contacted amazon, they refuse to help bc outside the 90 day window (by 2-3 weeks). Waiting to hear back from seller. Will update if they do what’s right",https://www.amazon.com/gp/customer-reviews/R32T34DVETR9Z8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN6YVG4Y,"Reviewed in the United States on September 12, 2024",Service Provider: T-MobileColor: BlueSize: 256GB,B0BN6YVG4Y,2024,9,159,contacted amazon refuse help bc outside 90 day window 23 weeks waiting hear back seller update ’ right,0.09523809523809523,Neutral
B0BN72MLT2,United States,2024-06-21,True,1,Not ready for use,"The condition of the device was as described.However, no one can activate the one I received as it is locked to a previous carrier. This was not a tmobile ready device as it was advertised.",https://www.amazon.com/gp/customer-reviews/R1MXMZEDY2LPA5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN6YVG4Y,"Reviewed in the United States on June 21, 2024",Service Provider: T-MobileColor: BlueSize: 256GB,B0BN6YVG4Y,2024,6,189,condition device describedhowever no one activate one received locked previous carrier not tmobile ready device advertised,0.016666666666666677,Neutral
B0BN72MLT2,United States,2024-09-08,True,5,Very good,"Very good, I ordered it in good condition, it arrived very well recommended, what I didn't like very much was that it arrived with 84% battery but it lasts more than 1 day without charging, very good recommended.",https://www.amazon.com/gp/customer-reviews/R17U41S6YY01LB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71LWF2,"Reviewed in the United States on September 8, 2024",Service Provider: T-MobileColor: MidnightSize: 128GB,B0BN71LWF2,2024,9,212,good ordered good condition arrived well recommended didnt like much arrived 84 battery lasts 1 day without charging good recommended,0.58,Positive
B0BN72MLT2,United States,2024-07-21,True,5,Digital SIM card,"My son ordered this on my account. Upon receiving it, it was in wonderful condition, but we discovered that it had a digital SIM card and not physical. It wasn’t hard to set it up, just a few more steps other than having to just put in a SIM card. Runs great so far. He’s happy, and he’s a picky consumer! 😂",https://www.amazon.com/gp/customer-reviews/R729RCMEMVAFH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71LWF2,"Reviewed in the United States on July 21, 2024",Service Provider: T-MobileColor: MidnightSize: 128GB,B0BN71LWF2,2024,7,307,son ordered account upon receiving wonderful condition discovered digital sim card not physical ’ hard set steps put sim card runs great far ’ happy ’ picky consumer 😂,0.2783333333333333,Neutral
B0BN72MLT2,United States,2024-08-02,True,5,Great phone,I got this phone thinking it would be a used phone and I can barely tell that it is it look feels and works like a brand new phone great buy,https://www.amazon.com/gp/customer-reviews/R19D8JYGTGB7CX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71LWF2,"Reviewed in the United States on August 2, 2024",Service Provider: T-MobileColor: MidnightSize: 128GB,B0BN71LWF2,2024,8,140,got phone thinking would used phone barely tell look feels works like brand new phone great buy,0.3287878787878788,Positive
B0BN72MLT2,United States,2024-08-16,True,5,Excellent condition and product,Excellent product,https://www.amazon.com/gp/customer-reviews/R2TM7U8T9LDKAG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71LWF2,"Reviewed in the United States on August 16, 2024",Service Provider: T-MobileColor: MidnightSize: 128GB,B0BN71LWF2,2024,8,17,excellent product,1.0,Positive
B0BN72MLT2,United States,2024-04-20,True,5,Great so far,This is the second phone I have bought through Amazon. Both were great phones. The 14 is a little smaller than my 8+. That’s okay because it will fit in phone pockets I have on some purses. I haven’t notice any difference in the photos it takes yet. The charger sent with it charges really slow. My old block charger is faster. I have ordered a 20W and 30W chargers to try. Even with a lot of things turned off this phone charges slower than my 8+.,https://www.amazon.com/gp/customer-reviews/R3UBX6LEWPWV0M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71LWF2,"Reviewed in the United States on April 20, 2024",Service Provider: T-MobileColor: MidnightSize: 128GB,B0BN71LWF2,2024,4,448,second phone bought amazon great phones 14 little smaller 8 ’ okay fit phone pockets purses ’ notice difference photos takes yet charger sent charges really slow old block charger faster ordered 20w 30w chargers try even lot things turned phone charges slower 8,0.16406250000000003,Neutral
B0BN72MLT2,United States,2024-07-07,True,5,Great phone; great savings,It has been functioning as it should. Well packaged and arrived securely. Good looking as well as working phone. Thanks much.,https://www.amazon.com/gp/customer-reviews/R2WEAYSFCPZ9HL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71LWF2,"Reviewed in the United States on July 7, 2024",Service Provider: T-MobileColor: MidnightSize: 128GB,B0BN71LWF2,2024,7,125,functioning well packaged arrived securely good looking well working phone thanks much,0.36666666666666664,Positive
B0BN72MLT2,United States,2024-05-22,True,3,Condtion,"Happy with the phone, but not happy with the scratch’s it came with on the camera .I bought this as excellent condition, expected better for the money",https://www.amazon.com/gp/customer-reviews/R1ZSC3W3LLWE50/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BN71LWF2,"Reviewed in the United States on May 22, 2024",Service Provider: T-MobileColor: MidnightSize: 128GB,B0BN71LWF2,2024,5,150,happy phone not happy scratch ’ came camera bought excellent condition expected better money,0.36,Positive
